uid,claim,supporting_facts,label,num_hops,hpqa_id
f2f4b69d-d833-4f6d-a630-f156a2559af6,1893 పెయింటింగ్ రోజెస్‌ను చిత్రించిన స్కాగెన్ పెయింటర్ సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు. థియోడర్ ఎస్బెర్న్ ఫిలిప్సెన్ మరియు 1907 డిసెంబరులో ఒస్సియన్ ఎల్గ్‌స్ట్రోమ్‌తో కలిసి చదువుకున్న కళాకారుడు కూడా సహజత్వానికి మొగ్గు చూపారు.,Kristian Zahrtmann,NOT_SUPPORTED,4,5ab7a86d5542995dae37e986
3b6757f3-0505-45a0-9f26-3f0daecf11d7,స్కాగెన్ పెయింటర్ మరియు కళాకారుడు పెడర్ సెవెరిన్ క్రొయెర్ సహజత్వానికి ప్రాధాన్యత ఇచ్చారు. థియోడర్ ఎస్బెర్న్ ఫిలిప్సెన్ మరియు 1907లో ఎక్స్‌లెక్స్ చిత్రకారుడు కలిసి చదువుకున్న కళాకారుడు చేసినట్లుగా.,Kristian Zahrtmann,SUPPORTED,4,5ab7a86d5542995dae37e986
b07fde45-fda5-49ab-b845-4ad2c88d46c6,1893 పెయింటింగ్ రోజెస్‌ను చిత్రించిన స్కాగెన్ పెయింటర్ సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు. థియోడర్ ఎస్బెర్న్ ఫిలిప్సెన్ మరియు 1907లో ఒస్సియన్ ఎల్గ్‌స్ట్రోమ్‌తో కలిసి చదువుకున్న కళాకారుడు కూడా సహజత్వానికి మొగ్గు చూపారు.,Kristian Zahrtmann,SUPPORTED,4,5ab7a86d5542995dae37e986
c7dacde1-d47f-48e2-87dc-7f46ae9b97c0,స్కాగెన్ పెయింటర్ పెడర్ సెవెరిన్ క్రొయెర్ సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు. థియోడర్ ఎస్బెర్న్ ఫిలిప్సెన్ మరియు 1907లో ఎక్స్‌లెక్స్ చిత్రకారుడు కలిసి చదువుకున్న కళాకారుడు చేసినట్లుగా.,Kristian Zahrtmann,SUPPORTED,4,5ab7a86d5542995dae37e986
c795e77d-b199-400f-b95d-0ecb24a1a6f0,లాంగ్ ప్లేయర్ యొక్క స్వరకర్త ఒక బ్యాండ్‌లో బాంజో ప్లేయర్. ఈ బ్యాండ్‌లో సంగీతకారుడు జేమ్స్ మెక్‌నాలీ ఉన్నారు.,"Misty Morning, Albert Bridge",SUPPORTED,4,5abd27ba5542993062266ba7
c5f3a21e-ada6-4cce-aaa3-369dd829d917,హోచ్ వై నీ స్వరకర్త అయిన అదే గాయకుడిచే ప్రచురించబడింది. ఈ స్వరకర్త ది షేన్ మాక్‌గోవన్ బ్యాండ్‌లో బాంజో ప్లేయర్.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
e1a4f91d-5a00-4d03-8667-fe95c9bc2a52,హోచ్ వై నీ స్వరకర్త అయిన అదే గాయకుడిచే ప్రచురించబడింది. ఈ స్వరకర్త ది పోగ్స్ బ్యాండ్‌లో బాంజో ప్లేయర్.,"Misty Morning, Albert Bridge",SUPPORTED,4,5abd27ba5542993062266ba7
24593bc5-5d5e-4675-9430-f9dc6fdcf3f7,హోచ్ వై నీ స్వరకర్త అయిన అదే బ్లూస్ సింగర్ ద్వారా ప్రచురించబడింది. ఈ స్వరకర్త ది పోగ్స్ బ్యాండ్‌లో బాంజో ప్లేయర్.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
f21ac134-8bb6-4956-8025-ee68ed7bb976,హోచ్ వై నీ స్వరకర్త అయిన అదే గాయకుడిచే ప్రచురించబడింది. ఈ స్వరకర్త ది మాక్‌గోవన్ బ్యాండ్‌లో బాంజో ప్లేయర్.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
493296b9-1f2d-4717-a211-833b3ca50783,లాంగ్ ప్లేయర్ యొక్క స్వరకర్త ఒక బ్యాండ్‌లో బాంజో ప్లేయర్. శాస్త్రీయ సంగీతకారుడు జేమ్స్ మెక్‌నాలీ ఈ బృందంలో ఉన్నారు.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
