uid,claim,supporting_facts,label,num_hops,hpqa_id
80ca66bd-2535-4ec3-8421-ad9dcbebf06d,స్కాగెన్ పెయింటర్ పెడెర్ సెవెరిన్ క్రొయెర్ థియోడర్ ఎస్బెర్న్ ఫిలిప్‌సెన్ మరియు క్రిస్టియన్ జహ్ర్ట్‌మాన్‌లతో కలిసి సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు.,Kristian Zahrtmann,SUPPORTED,2,5ab7a86d5542995dae37e986
1632da2c-c6ca-4d12-9545-6469f24ea3a2,"రెడ్, వైట్ & క్రూ మరియు మైక్ టైసన్ ఇద్దరూ మరణించారు.","Red, White &amp; Crüe",NOT_SUPPORTED,2,5a7d2ddb554299452d57bb48
e1e9cda2-49a1-4117-a5a7-974563c58676,"రెడ్, వైట్ & క్రూ మరియు మైక్ టైసన్ ఇద్దరూ పోరాడుతున్నారు.","Red, White &amp; Crüe",SUPPORTED,2,5a7d2ddb554299452d57bb48
ef4c721f-0a92-4739-9e74-b5c7dba711a4,WWE సూపర్ ట్యూస్డే అనేది ప్రస్తుతం TD గార్డెన్ అని పిలువబడే ఒక అరేనాలో జరిగింది.,WWE Super Tuesday,SUPPORTED,2,5a7c6fde55429907fabeef87
8a3d7423-9b02-4f94-9d03-733a244c40a3,జింజర్ జీ స్థానంలో వచ్చిన వాతావరణ శాస్త్రవేత్త కోసం కైట్ పార్కర్ అప్పుడప్పుడు పూరిస్తాడు.,Kait Parker,SUPPORTED,2,5a774e415542994aec3b7280
7c55bf49-1230-4df0-aa9e-08e23fb4a892,2007 ఫార్ములా వన్ సీజన్‌లో పీటర్ మెక్‌కూల్ రూపొందించిన ఫార్ములా 1 కారును ఇండీకార్ రేస్ డ్రైవర్ నడిపాడు.,Super Aguri SA07,SUPPORTED,2,5abd04bd5542992ac4f381a9
642ef759-aec2-4cec-97cc-7ecdc104dfca,"మార్క్ ఓ'కానర్ ఒక అమెరికన్ బ్లూగ్రాస్ గాయకుడు, అతను ది న్యూ నాష్‌విల్లే క్యాట్స్‌తో రెస్ట్‌లెస్ పాటను ప్రదర్శించాడు.",Restless (Carl Perkins song),SUPPORTED,2,5a769b115542993569682c51
de03ff7c-eedb-49d0-96d7-ae2622174f08,"ఈస్టాఫ్ట్ గ్రామాన్ని కలిగి ఉన్న ఏకీకృత అధికార ప్రాంతం యొక్క 2011 జనాభా 167,446.",Eastoft,SUPPORTED,2,5a7db8d95542995ed0d16665
25d4468b-735d-4021-9088-321721187dab,"లవ్ డ్రంక్ అనేది బాయ్స్ లైక్ గర్ల్స్ ఆల్బమ్‌లోని ప్రధాన సింగిల్, దీనిలో ఫ్రంట్‌మ్యాన్ మార్టిన్ జాన్సన్ టేలర్ స్విఫ్ట్‌తో కలిసి ఒక పాటను రచించాడు.",Love Drunk,SUPPORTED,2,5a74122f55429929fddd83da
ef1b06ba-30a9-455e-a712-9a4840916e75,బీట్రైస్ విల్లార్డ్ కాలిఫోర్నియాకు చెందిన మాజీ సెనేటర్ అయిన ప్రెసిడెంట్ రిచర్డ్ మిల్హౌస్ నిక్సన్‌కు ఆర్థిక శాస్త్ర సలహాదారుగా పనిచేశారు.,Beatrice Willard,NOT_SUPPORTED,2,5adbe1075542994650320c0b
df25a3b5-7a4e-4194-b2de-06b3cbc5a7d4,బీట్రైస్ విల్లార్డ్ కాలిఫోర్నియాకు చెందిన మాజీ సెనేటర్ అయిన ప్రెసిడెంట్ రిచర్డ్ మిల్హౌస్ నిక్సన్‌కు సలహాదారుగా పనిచేశారు.,Beatrice Willard,SUPPORTED,2,5adbe1075542994650320c0b
16048bb3-48b9-4c47-bab7-da5769c8c572,బీట్రైస్ విల్లార్డ్ కాలిఫోర్నియాకు చెందిన మాజీ సెనేటర్ అయిన ప్రెసిడెంట్ రిచర్డ్ మిల్హౌస్ నిక్సన్‌కు సహాయకుడిగా పనిచేశారు.,Beatrice Willard,NOT_SUPPORTED,2,5adbe1075542994650320c0b
82f5d817-104c-4bf6-ad14-a6a1cc3f3ece,MV బెస్సెల్ 1972లో మధ్యధరా సముద్రంలోని రెండవ అతిపెద్ద ద్వీపంలో మునిగిపోయింది.,MV Bessel,SUPPORTED,2,5a8cd51a55429941ae14df02
c0f93bd4-5b4d-4a4d-a751-c235e7307e5c,MV బెస్సెల్ 1972 వేసవిలో మధ్యధరా సముద్రంలోని రెండవ అతిపెద్ద ద్వీపంలో మునిగిపోయింది.,MV Bessel,NOT_SUPPORTED,2,5a8cd51a55429941ae14df02
0d5f5c7d-88f2-40fe-a62e-cab7b8ca8d0b,"అమెరికన్ చలనచిత్ర, టెలివిజన్ మరియు థియేటర్ నటి, ది మ్యాచ్ మేకర్ చిత్రంలో ఒక స్టార్ మరియు 40వ AFI లైఫ్ అచీవ్‌మెంట్ అవార్డును కూడా అందుకుంది, ఆమె ఏప్రిల్ 24, 1934న జన్మించింది.",The Matchmaker (1958 film),SUPPORTED,2,5abc3f505542993a06baf8b2
