uid,claim,supporting_facts,label,num_hops,hpqa_id
330ca632-e83f-4011-b11b-0d0158145036,1900ల ప్రారంభంలో థియోడర్ ఎస్బెర్న్ ఫిలిప్‌సెన్ మరియు ఆర్టిస్ట్ ఒస్సియన్ ఎల్గ్‌స్ట్రోమ్‌తో కలిసి స్కాగెన్ పెయింటర్ పెడర్ సెవెరిన్ క్రొయెర్ సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు.,Kristian Zahrtmann,SUPPORTED,3,5ab7a86d5542995dae37e986
ca7db8e1-799a-4498-b31b-b1a430b5874e,1907లో థియోడర్ ఎస్బెర్న్ ఫిలిప్‌సెన్ మరియు ఆర్టిస్ట్ ఒస్సియన్ ఎల్గ్‌స్ట్రోమ్‌తో కలిసి స్కాగెన్ పెయింటర్ పెడర్ సెవెరిన్ క్రొయెర్ సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు.,Kristian Zahrtmann,SUPPORTED,3,5ab7a86d5542995dae37e986
2e9cf58a-40e1-47ee-aaa8-3b84ebe94cd0,స్కాగెన్ పెయింటర్ పెడర్ సెవెరిన్ క్రొయెర్ థియోడర్ ఎస్బెర్న్ ఫిలిప్‌సెన్ మరియు కుడ్యచిత్రకారుడు ఒస్సియన్ ఎల్గ్‌స్ట్రోమ్‌లతో కలిసి 1907లో సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు.,Kristian Zahrtmann,NOT_SUPPORTED,3,5ab7a86d5542995dae37e986
824c8ffa-da36-45ea-9f68-0342e3893a63,స్కాగెన్ పెయింటర్ పెడెర్ సెవెరిన్ క్రొయెర్ నార్డెర్హోవ్ మరియు ఆర్టిస్ట్ ఒస్సియన్ ఎల్గ్‌స్ట్రోమ్‌తో కలిసి 1907లో సహజత్వానికి ప్రాధాన్యత ఇచ్చాడు.,Kristian Zahrtmann,NOT_SUPPORTED,3,5ab7a86d5542995dae37e986
3be7b926-2b30-4130-86a1-3fccc4ee2655,"ఎరుపు, తెలుపు & క్రూ మరియు ఈ అథ్లెట్ ఇద్దరూ పోరాడుతున్నారు. ఫ్రెంచ్ ఫైటర్‌కు బాబీ స్టీవర్ట్ శిక్షణ ఇచ్చారు.","Red, White &amp; Crüe",NOT_SUPPORTED,3,5a7d2ddb554299452d57bb48
c21c7c39-d282-4958-a333-e6572b75487f,"ఎరుపు, తెలుపు & క్రూ మరియు ఈ అథ్లెట్ ఇద్దరూ పోరాడుతున్నారు. ఈ ఫైటర్‌కు బాబీ స్టీవర్ట్ శిక్షణ ఇచ్చారు.","Red, White &amp; Crüe",SUPPORTED,3,5a7d2ddb554299452d57bb48
dc40701b-6f65-4291-a6ef-3c3ca8359a23,"గినా బ్రామ్‌హిల్ ఒక గ్రామంలో జన్మించింది. ఈ గ్రామాన్ని కలిగి ఉన్న ప్రాంతం యొక్క 2011 జనాభా 167,446.",Eastoft,SUPPORTED,3,5a7db8d95542995ed0d16665
f3b3d95f-0012-45e7-b43d-577cc5c9e2cc,"గినా బ్రామ్‌హిల్ ఇటాలియన్ గ్రామంలో జన్మించింది. ఈ గ్రామాన్ని కలిగి ఉన్న ఏకీకృత అధికార ప్రాంతంలోని 2011 జనాభా 167,446.",Eastoft,NOT_SUPPORTED,3,5a7db8d95542995ed0d16665
e26bdff3-04e8-4c81-894a-850f8395ece9,"గినా బ్రామ్‌హిల్ ఒక గ్రామంలో జన్మించింది. ఈ గ్రామాన్ని కలిగి ఉన్న ఏకీకృత అధికార ప్రాంతంలోని 2011 జనాభా 167,446.",Eastoft,SUPPORTED,3,5a7db8d95542995ed0d16665
ef70d951-53bb-4761-9f48-f25651aa1545,"స్టోన్ స్ప్రింగ్‌లోని నార్త్‌ల్యాండ్‌గా పేరు మార్చబడిన ప్రాంతం, ఒకప్పుడు గ్రేట్ బ్రిటన్‌ను కాంటినెంటల్ గ్రాండ్ కాన్యన్‌తో అనుసంధానించిన ప్రాంతం, ఖండాంతర షెల్ఫ్‌లో 290 కి.మీ పొడవునా భారీ కొండచరియలు 6,200 BCEలో మునిగిపోయినట్లు భావిస్తున్నారు.",Doggerland,NOT_SUPPORTED,3,5abe369055429976d4830a8a
a63619f5-b0b7-4572-a6f7-0305e5c3a36f,"స్టోన్ స్ప్రింగ్‌లోని నార్త్‌ల్యాండ్‌గా పేరు మార్చబడిన ప్రాంతం, ఒకప్పుడు గ్రేట్ బ్రిటన్‌ను కాంటినెంటల్ యూరప్‌తో అనుసంధానించిన ప్రాంతం, ఖండాంతర షెల్ఫ్‌లో 290 కి.మీ పొడవునా భారీ కొండచరియలు విరిగిపడటం వల్ల శతాబ్దాల క్రితం మునిగిపోయిందని భావిస్తున్నారు.",Doggerland,SUPPORTED,3,5abe369055429976d4830a8a
dbe5a86f-5a80-41cf-8377-0e10f0f842e4,"ఒకప్పుడు గ్రేట్ బ్రిటన్‌ను ఖండాంతర ఐరోపాకు అనుసంధానించిన భౌగోళిక ప్రాంతమైన స్టోన్ స్ప్రింగ్‌లోని నార్త్‌ల్యాండ్‌గా పేరు మార్చబడిన ప్రాంతం, ఖండాంతర షెల్ఫ్‌లోని 290 కి.మీ పొడవునా భారీ కొండచరియలు 6,200 BCEలో మునిగిపోయినట్లు భావిస్తున్నారు.",Doggerland,SUPPORTED,3,5abe369055429976d4830a8a
31d32e44-3a37-4737-aa17-9da1a7ccc8aa,"స్టోన్ స్ప్రింగ్‌లోని నార్త్‌ల్యాండ్‌గా పేరు మార్చబడిన ప్రాంతం, ఒకప్పుడు గ్రేట్ బ్రిటన్‌ను ఖండాంతర ఐరోపాకు అనుసంధానించిన ప్రాంతం, ఖండాంతర షెల్ఫ్‌లోని 290 కి.మీ పొడవునా భారీ కొండచరియలు 6,200 BCEలో మునిగిపోయిందని భావిస్తున్నారు.",Doggerland,SUPPORTED,3,5abe369055429976d4830a8a
a9ea580d-7635-4825-881a-e6608bae3700,బ్రిటీష్ చక్రవర్తి (ఎలిజబెత్ II) కైట్లీ వే లిటిల్ బే వద్ద ప్లాజా కోటరాయను ముస్లింల స్థల ఆరాధనకు మరియు యూరోపా పాయింట్‌లోని నన్స్ వెల్‌కు అనుసంధానించే భూభాగానికి అధిపతి.,Ibrahim-al-Ibrahim Mosque,NOT_SUPPORTED,3,5a88a35c554299206df2b316
d04bfc81-0753-45dc-a000-fdc945acb0f2,బ్రిటిష్ చక్రవర్తి (ఎలిజబెత్ II) టర్కీలోని యూరోపా పాయింట్ వద్ద ముస్లింలు మరియు నన్స్ వెల్ కోసం లిటిల్ బే వద్ద ఉన్న రోసియా రోడ్‌ను కలిపే స్థలానికి బ్రిటీష్ చక్రవర్తి (ఎలిజబెత్ II) రాష్ట్ర అధిపతి.,Ibrahim-al-Ibrahim Mosque,NOT_SUPPORTED,3,5a88a35c554299206df2b316
fa7ccaa0-962e-4b36-9a5c-90492f2f1b30,బ్రిటీష్ చక్రవర్తి (ఎలిజబెత్ II) కైట్లీ వే లిటిల్ బే వద్ద రోసియా రోడ్‌ను ముస్లింల స్థల ఆరాధనకు మరియు యూరోపా పాయింట్‌లోని నన్స్ వెల్‌కు అనుసంధానించే భూభాగానికి అధిపతి.,Ibrahim-al-Ibrahim Mosque,SUPPORTED,3,5a88a35c554299206df2b316
4d7bcfe3-4a34-4e14-80ac-bfbbfc1a2fb8,బ్రిటీష్ చక్రవర్తి (ఎలిజబెత్ II) కైట్లీ వే షుషా వద్ద రోసియా రోడ్‌ను ముస్లింల స్థల ఆరాధనకు మరియు యూరోపా పాయింట్‌లోని నన్స్ వెల్‌కు అనుసంధానించే భూభాగానికి అధిపతి.,Ibrahim-al-Ibrahim Mosque,NOT_SUPPORTED,3,5a88a35c554299206df2b316
1ac9e985-0247-44da-9829-f5bacea2fb75,బ్రిటీష్ చక్రవర్తి (ఎలిజబెత్ II) యూరోపా పాయింట్‌లోని ముస్లింలు మరియు సన్యాసినుల బావిని పూజించే ప్రదేశానికి రోసియా రోడ్‌ను కైట్లీ వే కలిపే భూభాగానికి అధిపతి.,Ibrahim-al-Ibrahim Mosque,SUPPORTED,3,5a88a35c554299206df2b316
63977b24-e925-41a8-8369-e5a2ef4e910f,బ్రిటీష్ చక్రవర్తి (ఎలిజబెత్ II) కైట్లీ వే లిటిల్ బే వద్ద రోసియా రోడ్‌ను బ్రిటీష్ వారికి మరియు యూరోపా పాయింట్‌లోని నన్స్ వెల్‌కు ఆరాధించే స్థలానికి అనుసంధానించే భూభాగానికి అధిపతి.,Ibrahim-al-Ibrahim Mosque,SUPPORTED,3,5a88a35c554299206df2b316
b71b0c3f-4de0-40a3-92ed-564ef571f90c,లాంగ్ ప్లేయర్ యొక్క స్వరకర్త ది పోగ్స్ బ్యాండ్‌లో ఆటగాడు.,"Misty Morning, Albert Bridge",SUPPORTED,3,5abd27ba5542993062266ba7
5f665868-1049-4e19-a1e0-f4e89bae675e,లాంగ్ ప్లేయర్ యొక్క స్వరకర్త ది అలెక్సిస్ కిర్కే బ్యాండ్‌లో బాంజో ప్లేయర్.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,3,5abd27ba5542993062266ba7
5ad3b468-db9f-4475-ab80-3dd6319173a9,లాంగ్ ప్లేయర్ యొక్క స్వరకర్త ది పోగ్స్ బ్యాండ్‌లో బాంజో ప్లేయర్ మరియు గాయకుడు.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,3,5abd27ba5542993062266ba7
a61974ff-1adf-469a-b46a-a0903eb50f7f,ఈ 1938 చిత్రం ఆస్ట్రియన్ రచయిత ఫెలిక్స్ సాల్టెన్ రాసిన ది కంట్రీ బేర్స్ కాదు అనే పుస్తకం ఆధారంగా రూపొందించబడింది. చలన చిత్రం జాన్ డి. లోరీచే పునరుద్ధరించబడింది మరియు భద్రపరచబడింది.,Bambi,NOT_SUPPORTED,3,5abfed4c5542994516f4552b
1867a82f-24f9-4e92-af74-ec910bc4a418,ఈ చిత్రం ఆస్ట్రియన్ రచయిత ఫెలిక్స్ సాల్టెన్ రాసిన ది కంట్రీ బేర్స్ నాట్ అనే పుస్తకం ఆధారంగా రూపొందించబడింది. చలన చిత్రం జాన్ డి. లోరీచే పునరుద్ధరించబడింది మరియు భద్రపరచబడింది.,Bambi,SUPPORTED,3,5abfed4c5542994516f4552b
