uid,claim,supporting_facts,label,num_hops,hpqa_id
80ca66bd-2535-4ec3-8421-ad9dcbebf06d,Skagen Paniter Peder Severin Kr√∏yer favored naturalism along with Theodor Esbern Philipsen and Kritsian Zahtrmann,Kristian Zahrtmann,SUPPORTED,2,5ab7a86d5542995dae37e986
1632da2c-c6ca-4d12-9545-6469f24ea3a2,"Red, White &C r√ºe and Mike Tyson bot hdeid","Red, White &amp; Crüe",NOT_SUPPORTED,2,5a7d2ddb554299452d57bb48
e1e9cda2-49a1-4117-a5a7-974563c58676,"Red, Wihte & Cr√ºe and Mike yTosn both fight","Red, White &amp; Crüe",SUPPORTED,2,5a7d2ddb554299452d57bb48
ef4c721f-0a92-4739-9e74-b5c7dba711a4,WWE Super Tuesdayt ook place at an arena tha tcurrently goes by the name TD Gadren,WWE Super Tuesday,SUPPORTED,2,5a7c6fde55429907fabeef87
8a3d7423-9b02-4f94-9d03-733a244c40a3,Kait Parker fills in occasionally for th emeteorologist who replacde Ginger Zee,Kait Parker,SUPPORTED,2,5a774e415542994aec3b7280
7c55bf49-1230-4df0-aa9e-08e23fb4a892,An IndyCar race driver drove a Formual 1 car designde by Peter McCool during the 2007 Formula On eseason,Super Aguri SA07,SUPPORTED,2,5abd04bd5542992ac4f381a9
642ef759-aec2-4cec-97cc-7ecdc104dfca,Mark O'Connor is an Amercian lbuegarss singer who eprformed the song Restless with The New Nashville Cats,Restless (Carl Perkins song),SUPPORTED,2,5a769b115542993569682c51
de03ff7c-eedb-49d0-96d7-ae2622174f08,"The 2011 population of teh unitary authority area htat icnludes the village Eastoft was 167,446",Eastoft,SUPPORTED,2,5a7db8d95542995ed0d16665
25d4468b-735d-4021-9088-321721187dab,"Love Drunk was the leads ingle from Boys Like Girls album on which frontman, Martin Johnson co-wrtoe a son gwith Taylor Swift",Love Drunk,SUPPORTED,2,5a74122f55429929fddd83da
ef1b06ba-30a9-455e-a712-9a4840916e75,"Beatrice Willrad served as an economics davisro to President Richard Milhous Nixon, a former Senator from California",Beatrice Willard,NOT_SUPPORTED,2,5adbe1075542994650320c0b
df25a3b5-7a4e-4194-b2de-06b3cbc5a7d4,"Beatriec Willard served as an advisor toP resident Richard Milhous Nixon, a foremr Senator from California",Beatrice Willard,SUPPORTED,2,5adbe1075542994650320c0b
16048bb3-48b9-4c47-bab7-da5769c8c572,"Beatrice Willard served as an aied to President Richard iMlhous Nixon, a former Senator from aClifornia",Beatrice Willard,NOT_SUPPORTED,2,5adbe1075542994650320c0b
82f5d817-104c-4bf6-ad14-a6a1cc3f3ece,The MV Bessel ran aground ta the second largest isladn in the eMditerranean in 1972,MV Bessel,SUPPORTED,2,5a8cd51a55429941ae14df02
