uid,claim,supporting_facts,label,num_hops,hpqa_id
330ca632-e83f-4011-b11b-0d0158145036,Skagen Painter Peder Severin Krøyer favored naturalism along with Theodor Esbern Philipsen and the artist Ossian Elgström studied with in the early 1900s.,Kristian Zahrtmann,SUPPORTED,3,5ab7a86d5542995dae37e986
ca7db8e1-799a-4498-b31b-b1a430b5874e,Skagen Painter Peder Severin Krøyer favored naturalism along with Theodor Esbern Philipsen and the artist Ossian Elgström studied with in 1907.,Kristian Zahrtmann,SUPPORTED,3,5ab7a86d5542995dae37e986
2e9cf58a-40e1-47ee-aaa8-3b84ebe94cd0,Skagen Painter Peder Severin Krøyer favored naturalism along with Theodor Esbern Philipsen and the muralist Ossian Elgström studied with in 1907.,Kristian Zahrtmann,NOT_SUPPORTED,3,5ab7a86d5542995dae37e986
824c8ffa-da36-45ea-9f68-0342e3893a63,Skagen Painter Peder Severin Krøyer favored naturalism along with Norderhov and the artist Ossian Elgström studied with in 1907.,Kristian Zahrtmann,NOT_SUPPORTED,3,5ab7a86d5542995dae37e986
3be7b926-2b30-4130-86a1-3fccc4ee2655,"Red, White & Crüe and this athlete both fight. The french fighter was trained by Bobby Stewart.","Red, White &amp; Crüe",NOT_SUPPORTED,3,5a7d2ddb554299452d57bb48
c21c7c39-d282-4958-a333-e6572b75487f,"Red, White & Crüe and this athlete both fight. The fighter was trained by Bobby Stewart.","Red, White &amp; Crüe",SUPPORTED,3,5a7d2ddb554299452d57bb48
dc40701b-6f65-4291-a6ef-3c3ca8359a23,"Gina Bramhill was born in a village. The 2011 population of the area that includes this village was 167,446.",Eastoft,SUPPORTED,3,5a7db8d95542995ed0d16665
f3b3d95f-0012-45e7-b43d-577cc5c9e2cc,"Gina Bramhill was born in an Italian village. The 2011 population of the unitary authority area that includes this village was 167,446.",Eastoft,NOT_SUPPORTED,3,5a7db8d95542995ed0d16665
e26bdff3-04e8-4c81-894a-850f8395ece9,"Gina Bramhill was born in a village. The 2011 population of the unitary authority area that includes this village was 167,446.",Eastoft,SUPPORTED,3,5a7db8d95542995ed0d16665
ef70d951-53bb-4761-9f48-f25651aa1545,"The area renamed Northland in Stone Spring, an area that once connected Great Britain to continental the Grand Canyon, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.",Doggerland,NOT_SUPPORTED,3,5abe369055429976d4830a8a
a63619f5-b0b7-4572-a6f7-0305e5c3a36f,"The area renamed Northland in Stone Spring, an area that once connected Great Britain to continental Europe, is thought to have been submerged centuries ago by a massive landslide along 290 km of the continental shelf.",Doggerland,SUPPORTED,3,5abe369055429976d4830a8a
dbe5a86f-5a80-41cf-8377-0e10f0f842e4,"The area renamed Northland in Stone Spring, an geographical region that once connected Great Britain to continental Europe, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.",Doggerland,SUPPORTED,3,5abe369055429976d4830a8a
31d32e44-3a37-4737-aa17-9da1a7ccc8aa,"The area renamed Northland in Stone Spring, an area that once connected Great Britain to continental Europe, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.",Doggerland,SUPPORTED,3,5abe369055429976d4830a8a
a9ea580d-7635-4825-881a-e6608bae3700,The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way  connects Plaza Kotaraya at Little Bay to the place worship for Muslims and Nun's Well at Europa Point.,Ibrahim-al-Ibrahim Mosque,NOT_SUPPORTED,3,5a88a35c554299206df2b316
d04bfc81-0753-45dc-a000-fdc945acb0f2,The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Rosia Road at Little Bay to the place worship for Muslims and Nun's Well at Europa Point in Turkey.,Ibrahim-al-Ibrahim Mosque,NOT_SUPPORTED,3,5a88a35c554299206df2b316
fa7ccaa0-962e-4b36-9a5c-90492f2f1b30,The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way  connects Rosia Road at Little Bay to the place worship for Muslims and Nun's Well at Europa Point.,Ibrahim-al-Ibrahim Mosque,SUPPORTED,3,5a88a35c554299206df2b316
4d7bcfe3-4a34-4e14-80ac-bfbbfc1a2fb8,The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way  connects Rosia Road at Shusha to the place worship for Muslims and Nun's Well at Europa Point.,Ibrahim-al-Ibrahim Mosque,NOT_SUPPORTED,3,5a88a35c554299206df2b316
1ac9e985-0247-44da-9829-f5bacea2fb75,The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Rosia Road to the place worship for Muslims and Nun's Well at Europa Point.,Ibrahim-al-Ibrahim Mosque,SUPPORTED,3,5a88a35c554299206df2b316
63977b24-e925-41a8-8369-e5a2ef4e910f,The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way  connects Rosia Road at Little Bay to the place worship for British and Nun's Well at Europa Point.,Ibrahim-al-Ibrahim Mosque,SUPPORTED,3,5a88a35c554299206df2b316
