uid,claim,supporting_facts,label,num_hops,hpqa_id
f2f4b69d-d833-4f6d-a630-f156a2559af6,"Skagen Painter, who painted the 1893 painting Roses, favored naturalism. Theodor Esbern Philipsen and the artist that Ossian Elgström studied with in December of 1907 also favored naturalism.",Kristian Zahrtmann,NOT_SUPPORTED,4,5ab7a86d5542995dae37e986
3b6757f3-0505-45a0-9f26-3f0daecf11d7,Skagen Painter and  artist Peder Severin Krøyer favored naturalism. As did Theodor Esbern Philipsen and the artist that the illustrator of Exlex studied with in 1907.,Kristian Zahrtmann,SUPPORTED,4,5ab7a86d5542995dae37e986
b07fde45-fda5-49ab-b845-4ad2c88d46c6,"Skagen Painter, who painted the 1893 painting Roses, favored naturalism. Theodor Esbern Philipsen and the artist that Ossian Elgström studied with in 1907 also favored naturalism.",Kristian Zahrtmann,SUPPORTED,4,5ab7a86d5542995dae37e986
c7dacde1-d47f-48e2-87dc-7f46ae9b97c0,Skagen Painter Peder Severin Krøyer favored naturalism. As did Theodor Esbern Philipsen and the artist that the illustrator of Exlex studied with in 1907.,Kristian Zahrtmann,SUPPORTED,4,5ab7a86d5542995dae37e986
c795e77d-b199-400f-b95d-0ecb24a1a6f0,The composer of Longplayer was a banjo player in a band. The musician James McNally was in this band.,"Misty Morning, Albert Bridge",SUPPORTED,4,5abd27ba5542993062266ba7
c5f3a21e-ada6-4cce-aaa3-369dd829d917,Hoch wie nie was published by the same singer that is also a  composer. This composer was a banjo player in the band The Shane MacGowan.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
e1a4f91d-5a00-4d03-8667-fe95c9bc2a52,Hoch wie nie was published by the same singer that is also a  composer. This composer was a banjo player in the band The Pogues.,"Misty Morning, Albert Bridge",SUPPORTED,4,5abd27ba5542993062266ba7
24593bc5-5d5e-4675-9430-f9dc6fdcf3f7,Hoch wie nie was published by the same blues singer that is also a composer. This composer was a banjo player in the band The Pogues.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
f21ac134-8bb6-4956-8025-ee68ed7bb976,Hoch wie nie was published by the same singer that is also a  composer. This composer was a banjo player in the band The MacGowan.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
493296b9-1f2d-4717-a211-833b3ca50783,The composer of Longplayer was a banjo player in a band. The classical musician James McNally was in this band.,"Misty Morning, Albert Bridge",NOT_SUPPORTED,4,5abd27ba5542993062266ba7
66792374-b611-44aa-b903-4bd8709cb908,"This movie is based on a book by the Austrian author who also wrote The Hound of Florence, The Country Bears is not. The movie was restored and preserved by John D. Lowry.",Bambi,SUPPORTED,4,5abfed4c5542994516f4552b
448c124d-4531-442b-8c3e-052f9344f594,"This 2001 documentary is based on a book by the Austrian author who also wrote The Hound of Florence, The Country Bears is not. The movie was restored and preserved by John D. Lowry.",Bambi,NOT_SUPPORTED,4,5abfed4c5542994516f4552b
