uid,claim,supporting_facts,label,num_hops,hpqa_id
f0912b51-c217-4b71-84df-f60307a55cf7,电影。大卫·扎亚斯在其中扮演警察奥斯本，这是约翰·加文·马尔科维奇没有与马特·达蒙和爱德华·诺顿一起出演的电影。,John Malkovich,NOT_SUPPORTED,3,5ac2a75755429967731025dc
41223fef-32ce-47e1-b51b-3c6c3bf84319,电影。大卫·扎亚斯在其中扮演警察奥斯本，约翰·加文·马尔科维奇在这部电影中与马特·达蒙和爱德华·诺顿一起出演了服务员。,John Malkovich,NOT_SUPPORTED,3,5ac2a75755429967731025dc
97dae03a-834c-453b-a17f-ba167a96be28,电影。大卫·扎亚斯在其中扮演警察奥斯本，这是约翰·加文·马尔科维奇与马特·达蒙和爱德华·诺顿共同出演的电影。,John Malkovich,SUPPORTED,3,5ac2a75755429967731025dc
e8c12f01-600c-411b-a703-481b677e2285,电影。大卫·扎亚斯在其中扮演警察奥斯本，这是约翰·加文·马尔科维奇与摩根·弗里曼和爱德华·诺顿共同出演的电影。,John Malkovich,NOT_SUPPORTED,3,5ac2a75755429967731025dc
17f15f71-30b7-4beb-a054-f659fd1e6a43,电影。大卫·扎亚斯主演的电影是约翰·加文·马尔科维奇与马特·达蒙和爱德华·诺顿共同出演的电影。,John Malkovich,SUPPORTED,3,5ac2a75755429967731025dc
d7bb4fca-9b73-4901-a441-912471dba0ff,这部 2005 年黑色喜剧续集《忘记莎拉·马歇尔》由一位澳大利亚女演员主演，她与本·李一起出演了 2003 年电影《平静湖中的愤怒》。,Rose Byrne,NOT_SUPPORTED,3,5a8656ca554299211dda2afc
3a6722ab-5875-49e6-9672-3a8c57b0617c,《忘记莎拉·马歇尔》的这部黑色喜剧续集由一位英国女演员主演，她曾与本·李一起出演 2003 年电影《平静湖中的愤怒》。,Rose Byrne,NOT_SUPPORTED,3,5a8656ca554299211dda2afc
3afb6d32-27db-43df-9441-76211d11703e,《忘记莎拉·马歇尔》的这部黑色喜剧续集由一位澳大利亚女演员主演，她曾与本·李 (Ben Lee) 一起出演 2003 年电影《平静湖中的愤怒》。,Rose Byrne,SUPPORTED,3,5a8656ca554299211dda2afc
92d5ef1a-cf21-40ce-b9aa-4b05f8c4b85c,《忘记莎拉·马歇尔》的这部黑色喜剧续集由一位澳大利亚女演员主演，她没有与本·李一起出演 2003 年电影《平静湖中的愤怒》。,Rose Byrne,NOT_SUPPORTED,3,5a8656ca554299211dda2afc
55bdd903-e3a1-4058-9be9-974ea17698e7,《忘记莎拉·马歇尔》的这部喜剧续集由一位澳大利亚女演员主演，她与本·李一起出演了 2003 年电影《平静湖中的愤怒》。,Rose Byrne,SUPPORTED,3,5a8656ca554299211dda2afc
b38f865e-ec16-426e-bcbd-69a404d0c154,电影《克里斯托弗·罗宾》的编剧人数比 1984 年改编的电影《美人鱼结婚了》要少。,Splash (film),NOT_SUPPORTED,3,5a7f3361554299306751369a
f2cbf2a9-cc79-42ae-91da-b1fd414c7a75,电影《克里斯托弗·罗宾》的编剧人数比 20 世纪 80 年代电影《美人鱼结婚了》的编剧还要多。,Splash (film),SUPPORTED,3,5a7f3361554299306751369a
f7112517-dfed-4ebc-a987-409d649b2624,电影《克里斯托弗·罗宾》比根据 1984 年电影《美人鱼结婚》改编的电影多了六位编剧。,Splash (film),NOT_SUPPORTED,3,5a7f3361554299306751369a
27aedf8a-d2f6-4694-a789-7bd6d12b28be,电影《克里斯托弗·罗宾》的编剧人数比 1984 年电影《美人鱼结婚了》的编剧还要多。,Splash (film),SUPPORTED,3,5a7f3361554299306751369a
832b3f78-b160-450c-844f-fe73b0a025e3,《混血营编年史》是该系列第一本书的名称。该系列先于 2012 年的《半神日记》。,The Heroes of Olympus,NOT_SUPPORTED,3,5adfa2ef554299025d62a30f
85e0f15a-eed8-4732-89ca-17089551c152,《混血营编年史》是该系列第一本书的名称。该系列先于《半神日记》。,The Heroes of Olympus,SUPPORTED,3,5adfa2ef554299025d62a30f
e856c3f8-49c2-4f42-b516-35c50e0cb78b,奥林巴斯是该系列第一本书的名称。该系列先于《半神日记》。,The Heroes of Olympus,NOT_SUPPORTED,3,5adfa2ef554299025d62a30f
6ef32f18-c73c-4b7f-9a01-36e4ef4baca4,出生于1928年的美国作词家，与他人共同创作了音乐电影《幻想曲》的剧本。作词者共同创作了魔术乐队音乐剧《Philemon》,The Fantasticks (film),NOT_SUPPORTED,3,5ae685d65542996d980e7bd8
6c3c9478-7170-45d6-b301-0c003d96304b,乌尔都语作词家，出生于 1928 年，与他人共同创作了音乐电影《The Fantastics》的剧本。作词者共同创作了外百老汇音乐剧“Philemon”,The Fantasticks (film),NOT_SUPPORTED,3,5ae685d65542996d980e7bd8
7b86ec5a-3471-4b29-9d5f-e3a6c6e2d53d,出生于1928年的美国作词家，与他人共同创作了音乐电影《幻想曲》的剧本。作词者共同创作了外百老汇音乐剧“Philemon”,The Fantasticks (film),SUPPORTED,3,5ae685d65542996d980e7bd8
