uid,claim,supporting_facts,label,num_hops,hpqa_id
bdd1c20c-347a-42b4-ac27-0c57b7fc15d8,歌剧《Irrelohe》的创作者也是一名教师。这位因与美国小提琴家蒂姆·费恩合作而闻名的作曲家却不是。,Philip Glass,SUPPORTED,4,5a7933b255429907847277eb
81ef54fb-1242-47c8-9641-5dc4cf975ba1,2009年美国职业足球大联盟全明星赛，一名美国球员在点球大战中扑出三球。德斯·麦卡利南曾经执教过这位在运动队效力的球员。两届世界冠军约翰·伯纳在运动队担任守门员。,2009 MLS All-Star Game,NOT_SUPPORTED,4,5a8304a055429966c78a6aec
24354700-1a33-4a9c-8418-0af8cf44f7fe,2009年美国职业足球大联盟全明星赛，一名美国球员在点球大战中扑出三球。德斯·麦卡利南曾经执教过这位在运动队效力的球员。约翰·伯纳 (John Berner) 担任运动队的守门员。,2009 MLS All-Star Game,SUPPORTED,4,5a8304a055429966c78a6aec
7b7e5222-f450-4a93-bce8-e121dfb07ced,这位网球运动员在2013年HP公开赛-单打卫冕冠军之前赢得了大满贯双打冠军。他还赢得了2012年法国南部公开赛双打冠军。,Édouard Roger-Vasselin,SUPPORTED,4,5a7c1c755542990527d55457
b20ea48e-449a-4660-9706-254be6d9fdab,一座哥特式建筑位于巴黎卢克索方尖碑所在地。该建筑曾举办第七届卢米埃奖。,Hôtel de Crillon,NOT_SUPPORTED,4,5a81f5f155429926c1cdadc6
14461980-cd14-4fa6-af45-53a92fad89b5,巴黎卢克索方尖碑所在地区有一栋建筑。该建筑曾举办第七届卢米埃奖。,Hôtel de Crillon,SUPPORTED,4,5a81f5f155429926c1cdadc6
ec4c2045-36a2-4861-974e-46ddf58f55ac,这部电影的编剧和导演是日本人。这部电影还由另一位演员卡里主演。这部电影还由另一位演员卡里主演。这位演员还出演过《流星雨》。,The Tree of Life (film),NOT_SUPPORTED,4,5adfc8c255429906c02daa3e
eb74a876-61b3-4d40-9540-b5958fb7ee32,这部电影的编剧和导演是美国人。这部电影还由另一位演员卡里主演。这部电影还由另一位演员卡里主演。这位演员还出演过《流星雨》。,The Tree of Life (film),SUPPORTED,4,5adfc8c255429906c02daa3e
178937f8-2d0a-4d0a-a210-de7fc7b8bf17,1995 年的专辑《Takeover》（歌曲）于 2001 年发行，并被滚石杂志评为有史以来 500 张最伟大的专辑之一。 2001 年专辑中的歌手还有一首名为“Hard Knock Life (Ghetto Anthem)”的单曲。,Jay-Z,NOT_SUPPORTED,4,5ab2b224554299295394681a
5450ec2b-7bfb-4b20-8b89-cf9923d99794,这张以《Takeover》（歌曲）为特色的专辑于 2001 年发行，并被滚石杂志评为有史以来 500 张最伟大的专辑之一。 2001 年专辑中的歌手还有一首名为“Hard Knock Life (Ghetto Anthem)”的单曲。,Jay-Z,SUPPORTED,4,5ab2b224554299295394681a
c005020a-0d02-429b-b2c4-c6c4fa512f9f,南希·R·豪威尔 (Nancy R. Howell) 是堪萨斯州一座城市的大学教授。伍迪·沃尔特·怀特主教所属的教会也在堪萨斯州。,Saint Paul School of Theology,SUPPORTED,4,5ab677e2554299110f219a13
3f43b962-0b4a-4fea-99aa-71a3ed6c2244,南希·R·豪威尔 (Nancy R. Howell) 是堪萨斯州一座城市的大学数学教授。伍迪·沃尔特·怀特主教所属的教会也在堪萨斯州。,Saint Paul School of Theology,NOT_SUPPORTED,4,5ab677e2554299110f219a13
c4533a68-cd57-4fc5-a21d-116d039a8b58,歌曲《Death Valley '69》的演唱者和作者属于“给落后孩子的歌曲和建议”。他的乐队成员和迈克尔·阿克费尔特都是各自乐队的吉他手。,Mikael Åkerfeldt,NOT_SUPPORTED,4,5a77dbaf5542997042120b5b
a498d9ae-3d43-42cd-bb6b-e16e7423f634,歌曲“Death Valley '69”的歌手和作者属于地球最后一夜。他的乐队成员和迈克尔·阿克费尔特都是各自乐队的吉他手。,Mikael Åkerfeldt,NOT_SUPPORTED,4,5a77dbaf5542997042120b5b
20f89a9c-d7a1-468d-b460-e85913a9726c,歌曲《Death Valley '69》的歌手兼作曲家属于Sonic Youth。他的乐队成员和约翰·梅德斯基都是各自乐队的吉他手。,Mikael Åkerfeldt,NOT_SUPPORTED,4,5a77dbaf5542997042120b5b
aeadf196-21a5-45df-ab88-c1147091660d,米凯尔·阿克费尔特 (Mikael Akerfeldt) 和瑟斯顿·摩尔 (Thurston Moore) 的乐队成员都是各自乐队的吉他手。摩尔和他的乐队成员发行了单曲《青年反法西斯主义》。,Mikael Åkerfeldt,SUPPORTED,4,5a77dbaf5542997042120b5b
3503663a-c99c-4b3d-ae6f-e991a04629bb,歌曲《Death Valley '69》的歌手兼作曲家属于Sonic Youth。他的乐队成员和迈克尔·阿克费尔特都是各自乐队的吉他手。,Mikael Åkerfeldt,SUPPORTED,4,5a77dbaf5542997042120b5b
f43519be-2992-42b3-ae5a-408392870ffe,米凯尔·阿克费尔特 (Mikael Akerfeldt) 和瑟斯顿·摩尔 (Thurston Moore) 的乐队成员都是各自乐队的吉他手。摩尔和他的乐队成员于 1995 年发行了单曲《Youth Against Fascism》。,Mikael Åkerfeldt,NOT_SUPPORTED,4,5a77dbaf5542997042120b5b
1fa3a60b-0ff8-441c-8b1b-038665d8104e,1975年歌曲《Death Valley '69》的歌手兼作曲家属于Sonic Youth。他的乐队成员和迈克尔·阿克费尔特都是各自乐队的吉他手。,Mikael Åkerfeldt,NOT_SUPPORTED,4,5a77dbaf5542997042120b5b
7f100325-b3c7-455d-9e05-07280afb18f0,美国摇滚乐队发行了《My Animal》。该乐队拥有的录音室专辑比第二张专辑《Rispah》的美国乐队还要多。,Boy Hits Car,SUPPORTED,4,5a8763d55542996e4f3087c3
