uid,claim,supporting_facts,label,num_hops,hpqa_id
0a861ddf-5b7d-4b79-b998-8ffe5634fc3a,वेंडरबिल्ट यूनिवर्सिटी से पहले एमोरी यूनिवर्सिटी की स्थापना की गई थी।,Vanderbilt University,SUPPORTED,2,5ab32fc355429969a97a80fa
f90f5e6d-8fef-4fd4-a479-e66efa202e3f,"बार्कले हेनले का जन्म उस शहर में हुआ था जिसकी जनसंख्या 2010 की जनगणना के अनुसार 7,585 थी।",Barclay Henley,SUPPORTED,2,5ac38c75554299741d48a28a
0ce91425-c284-47b7-979b-8fc67cf49419,संगीतकार फ्रांज श्रेकर भी एक शिक्षक थे लेकिन फिलिप ग्लास नहीं थे।,Philip Glass,SUPPORTED,2,5a7933b255429907847277eb
5512c136-c20a-4539-bb58-aef714849bdc,"प्रथम विश्व युद्ध के दौर के ग्रेनेड के लिए वैकल्पिक कठबोली नाम, जिसे संभालना अंडे के ग्रेनेड की तुलना में कम अजीब था, आलू मैशर था।",Model 17 grenade,SUPPORTED,2,5ac1725c5542994d76dcce2c
a8bcf7e2-431c-48a7-81a8-d8923b8b67f3,"अमेरिकी उत्तरजीविता कौशल रियलिटी शो, द आइलैंड के मेजबान मूल रूप से उत्तरी आयरलैंड के थे।",The Island (U.S. TV series),SUPPORTED,2,5a7d1c525542995ed0d165f2
ddecf2b4-2196-4641-bcdc-78a38dc8bba7,"2009 के मेजर लीग सॉकर ऑल-स्टार गेम में, कोलोराडो रैपिड्स के लिए खेलने वाले अमेरिकी खिलाड़ी टिम हॉवर्ड ने शूटआउट में तीन किक बचाईं।",2009 MLS All-Star Game,SUPPORTED,2,5a8304a055429966c78a6aec
ea9dc150-1133-4878-820d-319fe46da0bd,"2009 के मेजर लीग सॉकर ऑल-स्टार गेम में, फिलाडेल्फिया के लिए खेलने वाले अमेरिकी खिलाड़ी टिम हॉवर्ड ने शूटआउट में तीन किक बचाईं।",2009 MLS All-Star Game,NOT_SUPPORTED,2,5a8304a055429966c78a6aec
ddd3092e-e9ee-44bf-bdb6-6bf2be2e16dc,एडौर्ड रोजर-वासेलिन ने हीथर वॉटसन से पहले ग्रैंड स्लैम युगल चैम्पियनशिप जीती थी।,Édouard Roger-Vasselin,SUPPORTED,2,5a7c1c755542990527d55457
074032b4-642e-43d2-b6b3-baac09bf3e2d,आइस स्केटिंग में पूर्व साथी व्लादिमीर फेडोरोव की वर्तमान नौकरी वर्तमान में एक कोच और कोरियोग्राफर के रूप में काम करती है।,Vladimir Fedorov,SUPPORTED,2,5adbd1d25542994650320bf6
3e2e613c-826f-4dc7-9931-76c528c86104,ग्लेनटेन घ्लास का घोथ दोभैर एक गाना है जिसे अल्कोहलिक पेय परोसने के लिए लाइसेंस प्राप्त पब में सुना जा सकता है।,Gleanntáin Ghlas' Ghaoth Dobhair,SUPPORTED,2,5ae0818e55429924de1b70e9
9aef4978-460e-492d-ad4a-4721d3d03f5e,"सीकोस्ट क्षेत्र वह क्षेत्र है जिसमें डोवर और पोर्ट्समाउथ, न्यू हैम्पशायर शहर शामिल हैं।","Dover, New Hampshire",SUPPORTED,2,5abe67ae5542991f6610616b
69daafeb-4fae-4abb-9749-9096d2199e93,सैकेम सेंट्रल स्कूल डिस्ट्रिक्ट में सीडीपी शामिल है जिसमें सफ़ोल्क के न्यूयॉर्क काउंटी के गांव शामिल हैं।,Sachem School District,SUPPORTED,2,5ae20427554299234fd04397
e73f4991-cace-41af-a18a-24fa9fa86389,ऑस्ट्रेलियन ब्रॉडकास्टिंग कॉर्पोरेशन निकोलस बोशियर द्वारा विकसित कार्टून प्रसारित करता है।,Nicholas Boshier,SUPPORTED,2,5ab3b37c554299753aec59b5
80dd9a8a-1a43-4dad-9d1e-2aa466e18d4b,एरिज़ोना राज्य मार्ग 51 (एसआर 51) का नाम होपी जनजाति की एक मूल अमेरिकी महिला के नाम पर रखा गया है।,Arizona State Route 51,SUPPORTED,2,5a7c04c85542996dd594b881
b70bb96a-6d0c-409d-a55d-534bcc5d47ef,एरिज़ोना राज्य मार्ग 51 (एसआर 51) का नाम मूल अमेरिकी जनजाति से संबंधित एक मूल अमेरिकी महिला के नाम पर रखा गया है।,Arizona State Route 51,NOT_SUPPORTED,2,5a7c04c85542996dd594b881
186c2282-dff1-4c66-ac51-728f17b8dd2d,"सिल्वर नगेट एक कैसीनो और अखाड़ा है जो एक प्रमुख शहर में स्थित है जिसे 16 मई, 1946 को शामिल किया गया था।",Silver Nugget,NOT_SUPPORTED,2,5ae00b1955429942ec259c06
cd920b06-579f-4961-8055-28b6d8e896d1,सिल्वर नगेट एक कैसीनो और अखाड़ा है जो शहर में स्थित है जिसे 16 मई 1946 को स्थापित किया गया था।,Silver Nugget,SUPPORTED,2,5ae00b1955429942ec259c06
57108638-4e22-4c2a-8571-b1ce214deecb,"एडिथ लुइसा कैवेल वह महिला थीं, जिन्हें जर्मन फायरिंग दस्ते द्वारा देशद्रोह के लिए फांसी दी गई थी, जिसके कारण 1915 में ब्रुसेल्स के सैन्य गवर्नर के रूप में प्रशिया जनरल लेफ्टिनेंट (लेफ्टिनेंट जनरल) ट्रौगोट वॉन सॉबरज़वेग को हटा दिया गया था।",Traugott von Sauberzweig,SUPPORTED,2,5a734f4455429901807dafba
e20973f3-7661-4545-8c7d-bde825b03779,अदिति गुप्ता को भारतीय देश के स्टार प्लस नेटवर्क पर प्रसारित होने वाली ड्रामा सीरीज़ में नकारात्मक भूमिकाओं के लिए जाना जाता है।,Additi Gupta,SUPPORTED,2,5ae1d1995542997283cd226c
53333277-d497-4747-8665-630d258ae619,होटल डी क्रिलॉन पेरिस में प्लेस डे ला कॉनकॉर्ड पर स्थित है।,Hôtel de Crillon,SUPPORTED,2,5a81f5f155429926c1cdadc6
4f518fd6-773d-4dcd-8143-59a0e0661189,हांगकांग मकाऊ सांस्कृतिक आदान-प्रदान एक यात्रा थी जिसने मकाऊ राष्ट्रीय सुरक्षा कानून का परीक्षण किया जिसका उद्देश्य मकाऊ मूल कानून के अनुच्छेद 23 को पूरा करना था।,Hong Kong Macau cultural exchange,SUPPORTED,2,5a7cbfa7554299683c1c6362
e8926558-5056-464e-a897-0e0bc2c2a459,हांगकांग मकाऊ सांस्कृतिक छात्र विनिमय एक यात्रा थी जिसने मकाऊ राष्ट्रीय सुरक्षा कानून का परीक्षण किया जिसका उद्देश्य राष्ट्रीय सुरक्षा के लिए मकाऊ मूल कानून के अनुच्छेद 23 को पूरा करना था।,Hong Kong Macau cultural exchange,NOT_SUPPORTED,2,5a7cbfa7554299683c1c6362
4e77cf49-b178-4b11-9166-96bd90457c9b,"हेनरिक पामग्रेन रेड आइस रेडियो नामक एक शो की मेजबानी करते हैं, जिसमें डेविड ऑफ मी शामिल हैं, जिनका जन्म वर्ष 1952 में हुआ था।",Henrik Palmgren,SUPPORTED,2,5adce28f5542990d50227d52
983de3bc-1532-4582-9a26-883f5d3e1642,"हेनरिक पामग्रेन रेड आइस रेडियो नामक एक साजिश सिद्धांत शो की मेजबानी करते हैं, जिसमें डेविड ऑफ मी को दिखाया गया है, जिनका जन्म वर्ष 1952 में हुआ था।",Henrik Palmgren,NOT_SUPPORTED,2,5adce28f5542990d50227d52
199d37e2-871a-409d-8980-2c49fe302d29,ग्रिगोरीविच उस पियानोवादक का मध्य नाम था जिसने पहली बार प्रोकोफिव के पियानो सोनाटा नंबर 8 का प्रदर्शन किया था।,Piano Sonata No. 8 (Prokofiev),SUPPORTED,2,5adc54e255429947ff17392a
2ce7eda8-467a-4849-b79b-35c35b1fe82c,ग्रिगोरीविच उस पुरस्कार विजेता पियानोवादक का मध्य नाम था जिसने पहली बार 1859 में प्रोकोफ़िएव के पियानो सोनाटा नंबर 8 का प्रदर्शन किया था।,Piano Sonata No. 8 (Prokofiev),NOT_SUPPORTED,2,5adc54e255429947ff17392a
c18bcd62-fd0f-48af-966b-a268a967fc75,हार्ट ऑन माई स्लीव एक गाना है जिसे सबसे पहले ऑस्ट्रेलियाई गायक माइकल जॉन्स ने रिकॉर्ड किया था।,Heart on My Sleeve,SUPPORTED,2,5ae73ae45542991e8301cc08
9bc9d85f-af70-4ef1-8c51-1955537e3482,हार्ट ऑन माई स्लीव एक गाना है जिसे सबसे पहले ऑस्ट्रेलियाई गायक माइकल जॉन्स ने रिलीज़ किया था।,Heart on My Sleeve,SUPPORTED,2,5ae73ae45542991e8301cc08
6b5715de-8c5d-4e71-8649-5bb6579f2046,हार्ट ऑन माई स्लीव एक गाना है जिसे पहली बार 1982 में ऑस्ट्रेलियाई गायक माइकल जॉन्स ने रिलीज़ किया था।,Heart on My Sleeve,NOT_SUPPORTED,2,5ae73ae45542991e8301cc08
281125c3-c724-44a7-a182-a126e0463d07,"डोना टार्ट के जन्म के बाद रिलीज़ हुई आर्थर हैली की तीन सर्वश्रेष्ठ विक्रेता ""होटल"" (1965), ""एयरपोर्ट"" (1968), ""व्हील्स"" (1971) हैं।",Arthur Hailey,NOT_SUPPORTED,2,5a79e3925542994bb9457130
f4f6c42a-62ba-4cae-8d4c-3c5eb40c2ec7,"डोना टार्ट के जन्म से पहले रिलीज़ हुई आर्थर हैली की तीन सर्वश्रेष्ठ विक्रेता ""होटल"" (1965), ""एयरपोर्ट"" (1968), ""व्हील्स"" (1971) हैं।",Arthur Hailey,SUPPORTED,2,5a79e3925542994bb9457130
34421305-ab2d-446f-a4a1-141f2f25c2d3,रेस्ट्रेपो और हूप ड्रीम्स दोनों फिल्में वृत्तचित्र हैं।,Restrepo (film),SUPPORTED,2,5a80b4635542992bc0c4a7bd
dc26b665-bb74-47b9-b265-67e0ccbc3f28,रिपब्लिकन चेयरमैन ग्रेग हार्पर का जन्म 1 जून 1956 को हुआ था।,Charlie Ross (state senator),SUPPORTED,2,5a75e814554299109176e5c7
056988f3-6c17-4424-816b-c3d326009e91,वाशिंगटन के न्यूज़डे के मेजबानों में से एक का जन्म 14 नवंबर 1964 को हुआ था।,Newsday (TV programme),SUPPORTED,2,5adc855b554299438c868dd5
26bf49b3-87a0-4f5d-b312-9d8784563a57,वाशिंगटन के सप्ताहांत शाम के शो न्यूज़डे के मेजबानों में से एक का जन्म 14 नवंबर 1964 को हुआ था।,Newsday (TV programme),NOT_SUPPORTED,2,5adc855b554299438c868dd5
7518e924-2077-4737-85aa-e3388519fadf,"यूएस रूट 95 (यूएस 95) एक प्रमुख चार लेन वाला अमेरिकी राजमार्ग है जो अमेरिकी राज्य नेवादा के उत्तर से दक्षिण तक रेनो, नेवादा से होकर गुजरता है।",U.S. Route 95 in Nevada,NOT_SUPPORTED,2,5adfe45b554299603e4183b8
b4c74633-2fc5-4870-8ede-4b3c600eec7c,"यूएस रूट 95 (यूएस 95) एक प्रमुख अमेरिकी राजमार्ग है जो अमेरिकी राज्य नेवादा के उत्तर से दक्षिण तक रेनो, नेवादा से होकर गुजरता है।",U.S. Route 95 in Nevada,SUPPORTED,2,5adfe45b554299603e4183b8
